類型代號,計價幣別,基金統編,基金名稱,基金規模(台幣),基金規模市場占有率,單位淨值(台幣),受益權單位數,自然人受益人數,法人受益人數,總受益人數,本年申購總金額(台幣),本年買回總金額(台幣),年分
AE23,USD,38522113E,聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(美元),"5,805,062,572",0.25%,471.2999,"12,314,330.84",0,35,35,"7,840,068,513","4,166,077,858",2017.0
AE23,USD,38522113F,聯博收益傘型基金之聯博多元資產收益組合基金-A2類型(美元),"766,804,224",0.03%,557.2622,"1,376,366.45",0,22,22,"1,458,036,228","993,405,554",2017.0
AE23,AUD,38522113G,聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(澳幣),"1,947,877,178",0.08%,374.9482,"5,195,762.99",0,21,21,"2,418,834,404","1,176,120,282",2017.0
AE23,ZAR,38522113H,聯博收益傘型基金之聯博多元資產收益組合基金-AD類型(南非幣),"369,660,380",0.02%,40.3591,"9,157,708.77",0,15,15,"576,788,041","484,560,457",2017.0
AJ2,TWD,38633201A,聯博多重資產傘型基金之聯博歐洲多重資產基金-A2類型,"647,063,312",0.03%,11.8600,"54,552,470.01",6,18,24,"37,947,720","109,775,855",2017.0
AJ2,TWD,38633201B,聯博多重資產傘型基金之聯博歐洲多重資產基金-AD類型,"223,567,066",0.01%,10.2600,"21,788,531.30",0,30,30,"136,449,820","270,807,007",2017.0
AJ2,USD,38633201C,聯博多重資產傘型基金之聯博歐洲多重資產基金-AD類型(美元),"405,305,156",0.02%,455.7790,"889,267.13",0,19,19,"589,759,216","312,503,856",2017.0
AJ2,CNY,38633201D,聯博多重資產傘型基金之聯博歐洲多重資產基金-AD類型(人民幣),"105,323,519",0.00%,70.4144,"1,495,520.38",0,15,15,"166,819,138","80,917,415",2017.0
AJ2,TWD,38633217A,聯博多重資產傘型基金之聯博亞太多重資產基金-A2類型,"436,404,628",0.02%,11.5100,"37,922,592.72",1,14,15,"109,089,990","262,288,781",2017.0
AJ2,TWD,38633217B,聯博多重資產傘型基金之聯博亞太多重資產基金-AD類型,"291,544,512",0.01%,9.9300,"29,349,749.66",0,24,24,"99,569,212","222,282,289",2017.0
AC23,TWD,38654486A,聯博全球高收益債券基金-T2類型(新台幣),"882,726,551",0.04%,10.4000,"84,849,963.63",0,36,36,"1,284,448,775","992,166,652",2017.0
AC23,TWD,38654486B,聯博全球高收益債券基金-TA類型(新台幣),"9,352,832,118",0.40%,8.4600,"1,105,112,969.24",0,48,48,"8,781,054,801","3,931,251,833",2017.0
AC23,USD,38654486C,聯博全球高收益債券基金-TA類型(美元),"1,752,154,578",0.08%,395.4860,"4,431,628.23",0,37,37,"2,101,419,966","1,750,487,937",2017.0
AC23,CNY,38654486D,聯博全球高收益債券基金-TA類型(人民幣),"14,795,193,291",0.64%,61.4809,"240,583,886.28",0,52,52,"14,364,809,649","3,677,620,014",2017.0
AC23,AUD,38654486E,聯博全球高收益債券基金-TA類型(澳幣),"719,725,732",0.03%,301.9184,"2,384,335.50",0,26,26,"791,308,758","327,409,648",2017.0
AC23,ZAR,38654486F,聯博全球高收益債券基金-TA類型(南非幣),"617,770,097",0.03%,34.0044,"18,168,854.59",0,21,21,"654,041,892","377,551,912",2017.0
AC23,CNY,38654486G,聯博全球高收益債券基金-T2類型(人民幣),"167,359,709",0.01%,71.8346,"10,676,470.17",0,17,17,"199,861,867","37,728,004",2017.0
AC21,TWD,42519821A,聯博新興亞洲收益基金-A2類型(新台幣),"289,919,659",0.01%,10.1100,"28,677,375.28",0,11,11,"818,525,583","539,796,039",2017.0
AC21,TWD,42519821B,聯博新興亞洲收益基金-AA類型(新台幣),"587,889,333",0.03%,9.8800,"59,475,858.34",0,12,12,"984,947,350","392,931,039",2017.0
AC21,USD,42519821C,聯博新興亞洲收益基金-AA類型(美元),"1,042,427,371",0.04%,449.0000,"2,322,808.20",0,12,12,"1,688,361,856","630,691,202",2017.0
AC21,CNY,42519821D,聯博新興亞洲收益基金-AA類型(人民幣),"567,285,530",0.02%,69.0000,"8,240,978.82",0,15,15,"748,226,472","272,905,381",2017.0
AC23,TWD,42546860A,聯博美國高收益債券基金-A2類型(新台幣),"555,376,163",0.02%,9.9800,"55,647,154.74",0,5,5,"556,467,123",0,2017.0
AC23,TWD,42546860B,聯博美國高收益債券基金-AA類型(新台幣),"513,319,309",0.02%,9.9800,"51,433,097.50",0,8,8,"514,321,110",0,2017.0
AC23,USD,42546860C,聯博美國高收益債券基金-AA類型(美元),"1,830,145,462",0.08%,449.0000,"4,079,588.40",0,8,8,"1,826,504,095",0,2017.0
AC23,CNY,42546860D,聯博美國高收益債券基金-AA類型(人民幣),"518,445,714",0.02%,69.0000,"7,516,655.05",0,8,8,"516,539,976",0,2017.0
AA1,TWD,97997635,聯博大利基金,"661,420,515",0.03%,37.6200,"17,579,699.10","3,528",32,"3,560","52,801,775","283,569,045",2017.0
AD1,TWD,97998424,聯博貨幣市場基金,"521,334,257",0.02%,14.9703,"34,824,596.65",51,12,63,"134,520,846","124,072,516",2017.0
聯博投信,,,,"62,360,671,684",2.69%,,"3,091,791,623.43","3,611",848,"4,459","60,423,237,129","30,241,737,866",2017.0
AA1,TWD,17147078,日盛精選五虎基金,"674,022,285",0.03%,37.0200,"18,207,037.04","2,723",43,"2,766","237,800,492","546,613,198",2017.0
AA1,TWD,17607591,日盛高科技基金,"811,977,146",0.04%,16.1900,"50,140,861.33","3,955",43,"3,998","435,471,528","436,634,329",2017.0
AA1,TWD,20084317,日盛日盛基金,"1,061,172,532",0.05%,13.5000,"78,593,618.30","4,387",13,"4,400","262,045,137","548,855,333",2017.0
AA1,TWD,26273336,日盛MIT主流基金,"216,858,414",0.01%,15.5600,"13,939,825.75",605,19,624,"44,870,805","161,168,165",2017.0
AA2,TWD,26323737,日盛中國內需動力基金,"406,578,339",0.02%,11.7800,"34,522,635.72",986,33,"1,019","120,981,121","220,945,439",2017.0
AC23,TWD,31827147A,日盛亞洲高收益債券基金(新台幣A),"1,283,722,889",0.06%,12.9030,"99,490,502.08",314,49,363,"1,689,631,720","2,060,466,966",2017.0
AC23,TWD,31827147B,日盛亞洲高收益債券基金(新台幣B),"1,644,141,008",0.07%,9.2158,"178,405,488.88",657,38,695,"1,244,196,995","918,629,404",2017.0
AC23,CNY,31827147C,日盛亞洲高收益債券基金(人民幣A),"50,532,437",0.00%,11.5016,"4,393,510.13",3,4,7,"41,282,430","7,501,605",2017.0
AC23,CNY,31827147D,日盛亞洲高收益債券基金(人民幣B),"14,656,268",0.00%,8.3264,"1,760,219.27",1,4,5,"8,627,485","4,731,672",2017.0
AC23,USD,31827147E,日盛亞洲高收益債券基金(美元A),"86,512,783",0.00%,11.5898,"7,464,538.68",11,5,16,"90,959,145","141,357,702",2017.0
AC23,USD,31827147F,日盛亞洲高收益債券基金(美元B),"47,529,403",0.00%,8.4243,"5,641,967.27",7,3,10,"46,950,360","25,793,564",2017.0
AC21,TWD,31967890A,日盛全球新興債券基金A,"141,819,348",0.01%,11.1863,"12,677,963.41",54,8,62,"20,270,311","65,359,729",2017.0
AC21,TWD,31967890B,日盛全球新興債券基金B,"76,609,899",0.00%,8.9782,"8,532,884.70",85,6,91,"8,044,749","64,783,374",2017.0
AC23,TWD,38648871A,日盛中國高收益債券基金(新台幣A),"93,250,813",0.00%,10.9420,"8,522,272.35",62,6,68,"49,183,209","139,644,227",2017.0
AC23,TWD,38648871B,日盛中國高收益債券基金(新台幣B),"103,338,324",0.00%,9.4882,"10,891,288.35",65,8,73,"43,906,896","24,157,207",2017.0
AC23,CNY,38648871C,日盛中國高收益債券基金(人民幣A),"14,380,831",0.00%,54.4517,"264,102.62",8,8,16,"20,933,603","43,407,782",2017.0
AC23,CNY,38648871D,日盛中國高收益債券基金(人民幣B),"26,342,457",0.00%,47.3250,"556,628.61",2,6,8,"19,100,843","9,941,410",2017.0
AC23,USD,38648871E,日盛中國高收益債券基金(美元A),"13,617,933",0.00%,359.8670,"37,841.57",2,3,5,"61,237,320","106,236,178",2017.0
AC23,USD,38648871F,日盛中國高收益債券基金(美元B),"1,684,016",0.00%,312.5888,"5,387.32",2,2,4,"5,704,197","7,613,383",2017.0
AA2,TWD,42449987A,日盛中國戰略A股基金(新台幣),"1,365,487,456",0.06%,12.6800,"107,668,375.32",854,23,877,"834,533,342","1,197,758,153",2017.0
AA2,CNY,42449987B,日盛中國戰略A股基金(人民幣),"53,214,958",0.00%,57.8400,"920,021.41",25,8,33,"40,168,531","111,844,857",2017.0
AA2,USD,42449987C,日盛中國戰略A股基金(美元),"170,686,446",0.01%,378.6000,"450,833.07",35,11,46,"161,030,559","281,782,072",2017.0
AC23,TWD,42480537A,日盛全球高收益債券基金(新台幣 A),"329,979,260",0.01%,10.0522,"32,826,462.73",116,12,128,"144,942,754","846,851,315",2017.0
AC23,TWD,42480537B,日盛全球高收益債券基金(新台幣 B),"205,533,897",0.01%,9.7847,"21,005,634.16",80,3,83,"14,051,334","230,581,996",2017.0
AC23,USD,42480537C,日盛全球高收益債券基金(美元 A),"62,917,709",0.00%,304.8882,"206,363.19",6,4,10,"8,208,506","230,040,295",2017.0
AC23,USD,42480537D,日盛全球高收益債券基金(美元 B),"121,763,505",0.01%,296.6961,"410,398.10",2,1,3,"1,231,352","148,969,518",2017.0
AE23,TWD,42538989A,日盛目標收益組合基金(新台幣),"589,397,133",0.03%,9.9600,"59,201,620.02",276,31,307,"395,849,405","161,728,990",2017.0
AE23,USD,42538989B,日盛目標收益組合基金(美元),"48,382,724",0.00%,298.9600,"161,837.15",26,3,29,"42,463,947","19,454,712",2017.0
AA2,TWD,48925706,日盛亞洲機會基金,"415,098,573",0.02%,7.6600,"54,183,842.98","1,581",28,"1,609","46,599,293","134,988,179",2017.0
AA1,TWD,48948481,日盛首選基金,"275,341,595",0.01%,15.8600,"17,362,773.44",850,29,879,"64,026,184","156,935,893",2017.0
AA2,TWD,48968970,日盛全球抗暖化基金,"388,264,657",0.02%,10.1800,"38,129,082.49","2,869",36,"2,905","27,746,418","183,201,697",2017.0
AA1,TWD,73988876,日盛小而美基金,"459,103,808",0.02%,19.4800,"23,566,754.00","1,941",41,"1,982","400,015,312","785,430,750",2017.0
AD1,TWD,81580387,日盛貨幣市場基金,"72,103,284,223",3.11%,14.7278,"4,895,716,901.04",583,275,858,"171,527,632,958","166,211,211,930",2017.0
AA1,TWD,81584975,日盛上選基金,"2,339,613,573",0.10%,30.3700,"77,049,422.30","4,204",63,"4,267","1,457,937,923","2,153,724,970",2017.0
AA1,TWD,94991068,日盛新台商基金,"212,977,744",0.01%,35.6000,"5,982,779.66",709,30,739,"134,771,196","187,787,719",2017.0
日盛投信,,,,"85,909,794,386",3.71%,,"5,868,891,674.44","28,086",899,"28,985","179,752,407,360","178,576,133,713",2017.0
AC23,TWD,10340936A,柏瑞全球策略高收益債券基金-A類型,"4,255,870,244",0.18%,13.6714,"311,297,159.49",556,73,629,"3,496,100,721","4,757,296,687",2017.0
AC23,TWD,10340936B,柏瑞全球策略高收益債券基金-B類型,"21,822,577,856",0.94%,7.1736,"3,042,064,887.34","1,702",71,"1,773","4,819,791,551","4,672,334,676",2017.0
AC23,AUD,10340936C,柏瑞全球策略高收益債券基金-B類型(澳幣),"159,992,013",0.01%,206.4969,"774,791.50",8,18,26,"88,060,562","132,248,943",2017.0
AC23,ZAR,10340936D,柏瑞全球策略高收益債券基金-B類型(南非幣),"200,939,734",0.01%,21.8477,"9,197,285.52",7,24,31,"104,268,180","133,738,122",2017.0
AC23,CNY,10340936E,柏瑞全球策略高收益債券基金-A類型(人民幣),"155,013,460",0.01%,55.0546,"2,815,630.36",11,20,31,"144,763,250","83,624,131",2017.0
AC23,CNY,10340936F,柏瑞全球策略高收益債券基金-B類型(人民幣),"855,100,537",0.04%,42.8983,"19,933,200.31",10,31,41,"579,601,823","265,231,413",2017.0
AC23,CNY,10340936G,柏瑞全球策略高收益債券基金-N類型(人民幣),"1,273,833,340",0.05%,47.9253,"26,579,573.16",0,15,15,"1,020,669,644","135,659,163",2017.0
AC23,TWD,10340936H,柏瑞全球策略高收益債券基金-N類型,"1,825,284,235",0.08%,9.5077,"191,980,422.68",0,11,11,"910,328,846","319,289,247",2017.0
AC23,TWD,10340936I,柏瑞全球策略高收益債券基金-N9類型(台幣),"96,453,692",0.00%,11.8438,"8,143,782.40",0,8,8,"58,045,657","21,052,897",2017.0
AC23,CNY,10340936J,柏瑞全球策略高收益債券基金-N9類型(人民幣),"127,404,321",0.01%,55.8709,"2,280,332.90",0,11,11,"109,136,403","14,502,411",2017.0
AC23,USD,10340936K,柏瑞全球策略高收益債券基金-A類型(美元),"631,771,411",0.03%,380.2329,"1,661,538.16",8,15,23,"764,215,393","173,611,623",2017.0
AC23,USD,10340936L,柏瑞全球策略高收益債券基金-B類型(美元),"349,440,894",0.02%,342.0120,"1,021,721.27",9,14,23,"458,374,039","349,432,250",2017.0
AC23,USD,10340936M,柏瑞全球策略高收益債券基金-N類型(美元),"1,252,486,511",0.05%,304.2107,"4,117,168.07",0,13,13,"1,066,219,125","98,119,430",2017.0
AC23,USD,10340936N,柏瑞全球策略高收益債券基金-N9類型(美元),"116,659,517",0.01%,346.1375,"337,032.25",0,11,11,"105,652,322","7,756,478",2017.0
AC23,ZAR,10340936O,柏瑞全球策略高收益債券基金-A類型(南非幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC23,ZAR,10340936P,柏瑞全球策略高收益債券基金-N類型(南非幣),"397,580,761",0.02%,24.9711,"15,921,607.15",0,8,8,"257,728,036","56,068,961",2017.0
AC23,ZAR,10340936Q,柏瑞全球策略高收益債券基金-N9類型(南非幣),"67,103,321",0.00%,28.3322,"2,368,451.09",0,7,7,"57,009,651","11,193,462",2017.0
AC23,TWD,10340936R,柏瑞全球策略高收益債券基金-Bt類型,"318,872,766",0.01%,9.6502,"33,043,004.94",32,18,50,"362,799,332","38,314,191",2017.0
AC23,AUD,10340936S,柏瑞全球策略高收益債券基金-N類型(澳幣),"101,598",0.00%,233.5586,435.00,0,1,1,"99,744",0,2017.0
AA1,TWD,20094820,柏瑞巨人基金,"1,333,838,036",0.06%,12.7700,"104,475,091.40","10,297",32,"10,329","491,195,265","934,624,688",2017.0
AE22,TWD,21709584A,柏瑞旗艦全球債券組合基金-A類型,"428,830,712",0.02%,13.2905,"32,265,964.90",48,24,72,"83,225,349","159,246,337",2017.0
AE22,TWD,21709584B,柏瑞旗艦全球債券組合基金-B類型,0,0.00%,0.0000,0.00,0,0,0,"30,000","2,534,441",2017.0
AC23,TWD,25682798A,柏瑞新興市場高收益債券基金-A類型,"2,338,379,708",0.10%,12.6233,"185,243,021.21",185,53,238,"2,038,266,134","1,454,661,844",2017.0
AC23,TWD,25682798B,柏瑞新興市場高收益債券基金-B類型,"3,625,649,577",0.16%,7.8169,"463,821,617.85",498,46,544,"721,966,244","1,038,180,430",2017.0
AC23,CNY,25682798C,柏瑞新興市場高收益債券基金-B類型(人民幣),"107,810,871",0.00%,45.2192,"2,384,182.76",0,9,9,"136,188,052","147,391,727",2017.0
AC23,CNY,25682798D,柏瑞新興市場高收益債券基金-A類型(人民幣),"63,768,647",0.00%,55.1969,"1,155,294.74",1,5,6,"83,075,057","40,317,050",2017.0
AC23,TWD,25682798E,柏瑞新興市場高收益債券基金-N類型(台幣),"308,375,649",0.01%,9.9703,"30,929,339.51",0,5,5,"305,241,723","24,767,169",2017.0
AC23,TWD,25682798F,柏瑞新興市場高收益債券基金-N9類型(台幣),"35,366,343",0.00%,10.8511,"3,259,229.46",0,3,3,"49,625,012","18,309,373",2017.0
AC23,CNY,25682798G,柏瑞新興市場高收益債券基金-N類型(人民幣),"416,856,553",0.02%,48.9162,"8,521,851.99",0,8,8,"438,749,240","38,007,743",2017.0
AC23,CNY,25682798H,柏瑞新興市場高收益債券基金-N9類型(人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC23,USD,25682798I,柏瑞新興市場高收益債券基金-A類型(美元),"49,453,534",0.00%,344.0716,"143,730.37",0,2,2,"110,569,872","101,847,664",2017.0
AC23,USD,25682798J,柏瑞新興市場高收益債券基金-B類型(美元),"147,956,562",0.01%,314.6409,"470,239.47",0,3,3,"194,554,661","153,557,544",2017.0
AC23,USD,25682798K,柏瑞新興市場高收益債券基金-N類型(美元),"227,588,975",0.01%,321.3280,"708,276.20",0,6,6,"435,288,294","221,377,347",2017.0
AC23,USD,25682798L,柏瑞新興市場高收益債券基金-N9類型(美元),"288,996,207",0.01%,344.6158,"838,603.97",0,3,3,"294,218,959","9,056,185",2017.0
AA2,TWD,26259496,柏瑞五國金勢力建設基金,"158,804,009",0.01%,7.0400,"22,547,812.40",343,24,367,"11,252,715","47,030,421",2017.0
AE21,TWD,29229530,柏瑞旗艦全球成長組合基金,"1,205,727,528",0.05%,16.8800,"71,439,437.80",232,28,260,"230,882,261","504,697,086",2017.0
AC21,TWD,31827266A,柏瑞新興市場企業策略債券基金-A類型,"999,287,423",0.04%,11.8501,"84,327,146.05",80,35,115,"432,833,352","1,247,548,122",2017.0
AC21,TWD,31827266B,柏瑞新興市場企業策略債券基金-B類型,"734,186,713",0.03%,8.9900,"81,666,750.70",128,42,170,"178,872,187","152,088,415",2017.0
AC21,CNY,31827266C,柏瑞新興市場企業策略債券基金-B類型(人民幣),"120,562,692",0.01%,46.3585,"2,600,658.69",0,11,11,"76,670,783","84,546,443",2017.0
AC21,CNY,31827266D,柏瑞新興市場企業策略債券基金-A類型(人民幣),"11,699,709",0.00%,52.1817,"224,211.16",0,7,7,"13,135,010","63,232,153",2017.0
AC21,TWD,31827266E,柏瑞新興市場企業策略債券基金-N類型(台幣),"17,730,845",0.00%,9.7140,"1,825,291.97",0,6,6,"7,520,000","3,089,441",2017.0
AC21,TWD,31827266F,柏瑞新興市場企業策略債券基金-N9類型(台幣),"3,525,508",0.00%,10.4058,"338,801.46",0,3,3,"3,330,000","1,554,270",2017.0
AC21,CNY,31827266G,柏瑞新興市場企業策略債券基金-N類型(人民幣),"126,985,848",0.01%,48.0290,"2,643,941.16",0,11,11,"120,541,768","11,890,886",2017.0
AC21,CNY,31827266H,柏瑞新興市場企業策略債券基金-N9類型(人民幣),"44,793,665",0.00%,50.1945,"892,400.97",0,9,9,"33,896,026","965,046",2017.0
AC21,USD,31827266I,柏瑞新興市場企業策略債券基金-A類型(美金),"70,741,034",0.00%,316.2941,"223,655.87",0,3,3,"6,574,280","838,572",2017.0
AC21,USD,31827266J,柏瑞新興市場企業策略債券基金-B類型(美金),"19,009,394",0.00%,302.0721,"62,929.98",0,5,5,"15,904,594","65,595,392",2017.0
AC21,USD,31827266K,柏瑞新興市場企業策略債券基金-N類型(美金),"27,091,221",0.00%,302.5814,"89,533.67",0,8,8,"16,656,147",0,2017.0
AC21,USD,31827266L,柏瑞新興市場企業策略債券基金-N9類型(美金),"34,935,941",0.00%,315.7842,"110,632.33",0,4,4,"36,091,898","2,809,843",2017.0
AC21,ZAR,31827266M,柏瑞新興市場企業策略債券基金-A類型(南非幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,ZAR,31827266N,柏瑞新興市場企業策略債券基金-B類型(南非幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,ZAR,31827266O,柏瑞新興市場企業策略債券基金-N類型(南非幣),"16,917,869",0.00%,23.3578,"724,293.20",0,3,3,"15,281,938","952,137",2017.0
AC21,ZAR,31827266P,柏瑞新興市場企業策略債券基金-N9類型(南非幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AC21,TWD,38495354A,柏瑞新興亞太策略債券基金-A類型,"346,455,742",0.01%,11.5194,"30,075,941.01",109,29,138,"129,831,997","431,563,825",2017.0
AC21,TWD,38495354B,柏瑞新興亞太策略債券基金-B類型,"375,119,933",0.02%,9.7189,"38,596,978.68",137,32,169,"71,860,087","193,045,706",2017.0
AC21,CNY,38495354C,柏瑞新興亞太策略債券基金-B類型(人民幣),"121,383,101",0.01%,47.2389,"2,569,556.69",1,15,16,"99,894,416","46,903,319",2017.0
AC21,CNY,38495354D,柏瑞新興亞太策略債券基金-A類型(人民幣),"17,364,213",0.00%,55.0716,"315,302.63",2,13,15,"15,926,439","74,557,795",2017.0
AC21,TWD,38495354E,柏瑞新興亞太策略債券基金-N類型,"45,393,056",0.00%,9.8773,"4,595,711.75",0,6,6,"10,812,276","11,543,841",2017.0
AC21,TWD,38495354F,柏瑞新興亞太策略債券基金-N9類型(台幣),"120,437,725",0.01%,10.2778,"11,718,287.51",0,5,5,"109,800,000","139,351",2017.0
AC21,CNY,38495354G,柏瑞新興亞太策略債券基金-N類型(人民幣),"78,910,308",0.00%,48.2705,"1,634,753.00",0,9,9,"40,898,145","19,179,423",2017.0
AC21,CNY,38495354H,柏瑞新興亞太策略債券基金-N9類型(人民幣),"25,299,049",0.00%,51.9092,"487,371.36",0,9,9,"19,784,569","2,736,823",2017.0
AC21,USD,38495354I,柏瑞新興亞太策略債券基金-A類型(美元),"131,958,226",0.01%,332.5271,"396,834.56",5,9,14,"105,336,285","101,270,506",2017.0
AC21,USD,38495354J,柏瑞新興亞太策略債券基金-B類型(美元),"31,355,910",0.00%,306.9748,"102,144.89",2,5,7,"11,980,981","46,167,511",2017.0
AC21,USD,38495354K,柏瑞新興亞太策略債券基金-N類型(美元),"34,656,793",0.00%,299.6228,"115,668.09",0,10,10,"37,724,433","11,578,545",2017.0
AC21,USD,38495354L,柏瑞新興亞太策略債券基金-N9類型(美元),"27,521,245",0.00%,316.7359,"86,890.21",0,5,5,"23,136,879",0,2017.0
AC21,TWD,38495354Q,柏瑞新興亞太策略債券基金-Ns類型,"70,975,340",0.00%,9.9952,"7,100,932.59",0,4,4,"58,233,923","1,737,650",2017.0
AA2,TWD,38547873A,柏瑞亞洲亮點股票基金-A類型(台幣),"273,172,536",0.01%,13.6900,"19,955,529.20",248,20,268,"175,689,624","265,467,555",2017.0
AA2,CNY,38547873B,柏瑞亞洲亮點股票基金-A類型(人民幣),"20,570,279",0.00%,63.1800,"325,577.80",1,8,9,"33,812,007","15,840,289",2017.0
AA2,TWD,38547873C,柏瑞亞洲亮點股票基金-N9類型(台幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,CNY,38547873D,柏瑞亞洲亮點股票基金-N9類型(人民幣),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38547873E,柏瑞亞洲亮點股票基金-A類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AA2,USD,38547873F,柏瑞亞洲亮點股票基金-N9類型(美元),0,0.00%,0.0000,0.00,0,0,0,0,0,2017.0
AB2,TWD,38651312A,柏瑞中國平衡基金-A類型,"588,786,549",0.03%,10.7794,"54,621,306.49",150,22,172,"190,575,248","736,669,100",2017.0
